SourceList,Study,N,Women,Gender,Scan,CoordSys,ROI,FixedRandom,Stimuli,Method,Emotion,Valence,Mode,CogLoad,AffectFocus,ObjectEval,Contrast,x,y,z,p_correction  
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,45,-36,6,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,18,12,6,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,6,-87,9,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-24,9,12,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-15,9,12,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-6,12,15,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,18,12,15,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-9,-27,18,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-15,0,18,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-9,-57,24,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-12,9,24,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-6,-48,30,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-6,-48,30,uncorrected
0,s_Kim2007,10,10,female,fMRI,MNI,no,1,pictures,visual,affect,positive,experience,yes,foreground,feeling,272,-6,-60,51,uncorrected
0,s_Kimbrell1999,16,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,273,-33,13,-12,corrected
0,s_Kimbrell1999,16,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,273,-46,12,-8,corrected
0,s_Kimbrell1999,16,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,273,-3,-80,16,corrected
0,s_Kimbrell1999,16,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,273,-16,22,16,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,274,-46,8,-16,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,274,42,16,-16,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,274,-20,34,-8,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,274,6,-36,12,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,275,-42,-82,4,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,275,-40,-24,4,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,275,14,-66,8,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,anger,negative,experience,yes,foreground,feeling,275,-18,-72,20,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,276,-36,-18,-12,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,276,34,22,-8,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,276,-2,-20,-4,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,276,-10,0,16,corrected
0,s_Kimbrell1999,18,8,both,PET,MNI,no,0,pers_event,recall,affect,negative,experience,yes,foreground,feeling,276,12,26,32,corrected
0,s_Klein2003,10,10,female,fMRI,T88,no,1,pictures,visual,affect,negative,experience,no,background,MISSING,277,21,-9,-7,uncorrected
0,s_Klein2003,10,10,female,fMRI,T88,no,1,pictures,visual,affect,negative,experience,no,background,MISSING,277,-18,-9,-5,uncorrected
0,s_Klein2003,10,10,female,fMRI,T88,no,1,pictures,visual,affect,negative,experience,no,background,MISSING,277,18,-9,-5,uncorrected
0,s_Klein2003,10,10,female,fMRI,T88,no,1,pictures,visual,affect,negative,experience,no,background,MISSING,277,-27,-3,-5,uncorrected
0,s_Klein2003,10,10,female,fMRI,T88,no,1,pictures,visual,affect,negative,experience,no,background,MISSING,277,27,-3,-5,uncorrected
0,s_Klein2003,10,10,female,fMRI,T88,no,1,pictures,visual,affect,negative,experience,no,background,MISSING,277,-12,41,6,uncorrected
0,s_Klein2003,10,10,female,fMRI,T88,no,1,pictures,visual,affect,negative,experience,no,background,MISSING,277,12,16,21,uncorrected
0,s_Koelsen2006,11,5,both,fMRI,T88,yes,0,music,auditory,affect,negative,experience,yes,foreground,feeling,278,-37,12,-20,corrected
0,s_Koelsen2006,11,5,both,fMRI,T88,yes,0,music,auditory,affect,negative,experience,yes,foreground,feeling,278,-28,-14,-14,corrected
0,s_Koelsen2006,11,5,both,fMRI,T88,yes,0,music,auditory,affect,negative,experience,yes,foreground,feeling,278,-25,-26,-11,corrected
0,s_Koelsen2006,11,5,both,fMRI,T88,yes,0,music,auditory,affect,positive,experience,yes,foreground,feeling,279,-37,30,7,corrected
0,s_Koelsen2006,11,5,both,fMRI,T88,yes,0,music,auditory,affect,positive,experience,yes,foreground,feeling,279,-29,18,8,corrected
0,s_Koelsen2006,11,5,both,fMRI,T88,yes,0,music,auditory,affect,positive,experience,yes,foreground,feeling,279,-37,-26,14,corrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,feeling,280,-2,-76,-4,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,feeling,280,-29,19,-4,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,feeling,280,31,19,-4,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,feeling,280,22,-88,8,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,feeling,280,13,-76,8,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,feeling,280,15,-74,20,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,feeling,280,-36,23,36,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,no,0,pictures,visual,affect,negative,experience,yes,foreground,stimulus,281,-54,-31,-8,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,no,0,pictures,visual,affect,negative,experience,yes,foreground,stimulus,281,-36,37,-8,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,no,0,pictures,visual,affect,negative,experience,yes,foreground,stimulus,281,-34,37,8,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,stimulus,282,-36,-77,8,uncorrected
0,s_Kosslyn1996,7,0,male,PET,T88,yes,0,pictures,visual,affect,negative,experience,yes,foreground,stimulus,282,-31,-59,28,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,22,-44,-12,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,-22,-48,-10,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,46,18,-6,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,2,-56,10,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,-16,-64,14,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,48,38,18,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,-38,32,22,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,0,-48,34,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,8,16,34,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,-16,10,38,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,6,14,50,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,no,1,pictures,visual,affect,negative,experience,no,background,feeling,283,-30,-10,52,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,yes,1,pictures,visual,affect,negative,experience,no,background,feeling,284,30,34,-3,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,yes,1,pictures,visual,affect,negative,experience,no,background,feeling,284,34,36,-3,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,yes,1,pictures,visual,affect,negative,experience,no,background,feeling,284,42,16,1,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,yes,1,pictures,visual,affect,negative,experience,no,background,feeling,284,37,50,1,uncorrected
0,s_Kross2007,20,13,both,fMRI,MNI,yes,1,pictures,visual,affect,negative,experience,no,background,feeling,284,-6,8,45,uncorrected
0,s_Kruger2006,9,6,both,PET,MNI,yes,1,pers_event,recall,sad,negative,experience,yes,foreground,feeling,285,36,10,2,uncorrected
0,s_Kruger2006,9,6,both,PET,MNI,no,1,pers_event,recall,sad,negative,experience,yes,foreground,feeling,286,4,55,18,uncorrected
0,s_Kruger2006,9,6,both,PET,MNI,no,1,pers_event,recall,sad,negative,experience,yes,foreground,feeling,286,12,46,36,uncorrected
0,s_Kruger2006,9,6,both,PET,MNI,yes,1,pers_event,recall,sad,negative,experience,yes,foreground,feeling,287,2,28,18,uncorrected
0,s_Kruger2006,9,6,both,PET,MNI,yes,1,pers_event,recall,sad,negative,experience,yes,foreground,feeling,287,68,6,28,uncorrected
0,s_Kruger2006,9,6,both,PET,MNI,yes,1,pers_event,recall,sad,negative,experience,yes,foreground,feeling,287,8,20,28,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,mix,experience,yes,background,MISSING,288,-3,42,-24,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,mix,experience,yes,background,MISSING,288,-54,21,9,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,mix,experience,yes,background,MISSING,288,51,27,12,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,negative,experience,yes,background,MISSING,289,54,27,9,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,290,-45,6,-36,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,290,48,6,-30,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,290,-3,42,-24,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,290,12,48,51,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,291,30,-21,-12,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,291,0,39,-3,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,291,15,-54,0,uncorrected
0,s_Kuchinke2005,20,12,both,fMRI,MNI,yes,1,words,visual,affect,positive,experience,yes,background,MISSING,291,-24,-63,18,uncorrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,-12,0,-16,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,6,42,-6,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,-8,40,-4,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,-6,-12,4,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,14,-48,16,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,-10,-50,18,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,-4,28,20,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,36,40,30,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,38,-46,36,corrected
0,s_Lagopoulous2007,10,10,female,fMRI,T88,no,1,words,visual,affect,negative,experience,yes,background,stimulus,292,-40,-42,38,corrected
0,s_Lane1997a,12,12,female,PET,T88,yes,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,293,-26,-6,-16,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,yes,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,293,-10,-16,-12,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,yes,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,293,-2,-10,-8,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,yes,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,293,-4,-12,0,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,yes,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,293,-2,52,32,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,294,-30,-20,-20,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,294,-40,-68,-16,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,294,34,-58,-16,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,294,-24,-14,-16,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,294,-34,-70,-8,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,negative,experience,no,foreground,MISSING,294,48,-68,-4,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,positive,experience,no,foreground,MISSING,295,-4,-14,-4,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,positive,experience,no,foreground,MISSING,295,-6,-8,-4,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,positive,experience,no,foreground,MISSING,295,-4,-8,4,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,positive,experience,no,foreground,MISSING,295,-6,6,4,uncorrected
0,s_Lane1997a,12,12,female,PET,T88,no,0,pictures,visual,affect,positive,experience,no,foreground,MISSING,295,-4,52,28,uncorrected
0,s_Lane1997b,10,0,male,PET,MNI,no,0,pictures,visual,affect,mix,experience,yes,foreground,feeling,296,42,8,-30,uncorrected
0,s_Lane1997b,10,0,male,PET,MNI,no,0,pictures,visual,affect,mix,experience,yes,foreground,feeling,296,-8,10,-8,uncorrected
0,s_Lane1997b,10,0,male,PET,MNI,no,0,pictures,visual,affect,mix,experience,yes,foreground,feeling,296,-46,14,6,uncorrected
0,s_Lane1997b,10,0,male,PET,MNI,no,0,pictures,visual,affect,mix,experience,yes,foreground,feeling,296,0,50,16,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,28,-52,-24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-34,-68,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,0,-28,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,36,2,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-34,4,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,16,-6,-16,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-26,-2,-12,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-38,-66,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,42,-62,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,4,-6,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-14,2,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,20,4,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-12,-14,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,10,-12,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,0,4,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-50,-56,8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,50,-46,8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-8,-22,12,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,10,48,28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,sad,negative,experience,no,foreground,MISSING,297,-10,54,28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,disgust,negative,experience,no,foreground,MISSING,298,-32,6,-24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,disgust,negative,experience,no,foreground,MISSING,298,44,8,-24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,disgust,negative,experience,no,foreground,MISSING,298,-34,-44,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,disgust,negative,experience,no,foreground,MISSING,298,14,-10,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,disgust,negative,experience,no,foreground,MISSING,298,8,-20,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,disgust,negative,experience,no,foreground,MISSING,298,-36,-72,4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,-36,10,-24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,44,8,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,-20,-6,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,8,4,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,-10,-4,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,46,-42,4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,-8,0,8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,-44,-54,12,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,2,52,20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,-4,46,24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,film,visual,happy,positive,experience,no,foreground,MISSING,299,0,-54,28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,42,-60,-28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,2,-50,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,-6,-34,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,0,-12,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,-26,4,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,26,4,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,-6,-20,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,8,-20,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,-6,4,4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,-36,6,4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,sad,negative,experience,no,foreground,MISSING,300,10,54,28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,-14,-64,-28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,26,-58,-28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,-40,10,-24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,48,10,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,-12,-10,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,14,-6,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,14,-20,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,-10,-12,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,disgust,negative,experience,no,foreground,MISSING,301,-16,44,24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,happy,positive,experience,no,foreground,MISSING,302,38,12,-28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,happy,positive,experience,no,foreground,MISSING,302,14,-16,4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,happy,positive,experience,no,foreground,MISSING,302,-40,-62,12,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event,recall,happy,positive,experience,no,foreground,MISSING,302,14,58,32,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,40,18,-28,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,-34,8,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,-6,-4,0,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,-10,-8,4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,48,-40,8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,-40,-52,16,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,8,46,24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,happy,positive,experience,no,foreground,MISSING,303,-4,48,24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,sad,negative,experience,no,foreground,MISSING,304,22,-52,-24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,sad,negative,experience,no,foreground,MISSING,304,-32,6,-24,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,sad,negative,experience,no,foreground,MISSING,304,2,-54,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,sad,negative,experience,no,foreground,MISSING,304,36,10,-20,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,sad,negative,experience,no,foreground,MISSING,304,6,-12,-8,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,sad,negative,experience,no,foreground,MISSING,304,-10,-20,-4,uncorrected
0,s_Lane1997c,12,12,female,PET,T88,no,0,pers_event_film,visual_recall,sad,negative,experience,no,foreground,MISSING,304,12,-10,-4,uncorrected
